Gender,X,Y,Z,Output
f,33,37,52,12
f,35,33,52,12
f,33,34,53,12
f,32,34,53,12
f,33,35,57,12
f,33,34,54,12
f,32,34,51,12
f,31,35,51,12
f,31,34,53,12
f,32,35,53,12
f,32,36,53,12
f,32,35,54,12
f,32,40,53,12
f,31,39,51,12
f,31,35,53,12
f,33,37,51,12
f,30,39,50,12
f,30,40,51,12
f,31,40,51,12
f,29,43,52,12
f,30,44,50,12
f,29,45,48,12
f,29,45,48,12
f,30,47,48,12
f,29,47,46,12
f,30,48,47,12
f,30,48,45,12
f,30,48,45,12
f,31,46,45,12
f,31,48,45,12
f,32,47,45,12
f,32,47,45,12
f,33,49,44,12
f,32,48,45,12
f,33,49,45,12
f,33,48,45,12
f,33,49,44,12
f,33,49,44,12
f,32,48,45,12
f,32,49,45,12
f,32,51,45,12
f,32,50,45,12
f,31,51,44,12
f,32,50,44,12
f,33,52,43,12
f,32,51,43,12
f,33,50,43,12
f,32,51,43,12
f,32,51,44,12
f,32,50,43,12
f,33,49,42,12
f,32,50,43,12
f,33,51,44,12
f,33,50,43,12
f,33,49,43,12
f,32,51,43,12
f,34,49,42,12
f,33,52,44,12
f,34,49,44,12
f,34,50,43,12
f,33,50,43,12
f,34,51,42,12
f,34,52,43,12
f,35,50,43,12
f,35,51,42,12
f,35,50,44,12
f,35,50,42,12
f,36,49,42,12
f,36,50,43,12
f,37,51,42,12
f,35,50,44,12
f,36,50,44,12
f,36,49,43,12
f,37,49,43,12
f,35,50,43,12
f,36,49,45,12
f,37,49,44,12
f,37,47,43,12
f,38,47,44,12
f,37,48,43,12
f,38,48,43,12
f,38,47,44,12
f,38,48,44,12
f,38,48,45,12
f,37,47,45,12
f,37,47,44,12
f,37,47,44,12
f,38,47,45,12
f,38,47,45,12
f,37,48,45,12
f,38,48,45,12
f,39,48,44,12
f,37,48,45,12
f,38,47,45,12
f,38,48,44,12
f,38,49,44,12
f,37,49,44,12
f,38,49,45,12
f,38,49,45,12
f,37,48,45,12
f,38,48,44,12
f,37,47,44,12
f,39,46,44,12
f,37,45,45,12
f,39,45,45,12
f,37,47,45,12
f,39,46,46,12
f,38,46,46,12
f,39,47,45,12
f,38,46,44,12
f,39,45,45,12
f,40,45,47,12
f,40,43,46,12
f,39,44,49,12
f,40,44,48,12
f,40,42,48,12
f,38,44,50,12
f,37,45,49,12
f,37,43,48,12
f,37,44,50,12
f,37,44,49,12
f,38,42,49,12
f,35,44,51,12
f,37,43,50,12
f,36,42,49,12
f,37,43,50,12
f,34,44,49,12
f,36,43,49,12
f,35,44,50,12
f,36,42,50,12
f,36,43,50,12
f,36,41,50,12
f,35,42,49,12
f,35,42,50,12
f,35,43,50,12
f,36,44,49,12
f,35,42,49,12
f,35,42,49,12
f,35,43,50,12
f,35,44,49,12
f,35,43,50,12
f,33,44,50,12
f,34,44,50,12
f,33,43,50,12
f,34,44,50,12
f,33,45,49,12
f,33,44,50,12
f,33,44,49,12
f,33,45,51,12
f,32,42,50,12
f,33,43,49,12
f,32,44,50,12
f,31,43,50,12
f,32,43,50,12
f,32,44,51,12
f,31,42,50,12
f,30,42,49,12
f,32,43,49,12
f,33,42,50,12
f,32,42,49,12
f,31,44,49,12
f,31,42,51,12
f,30,43,50,12
f,30,43,50,12
f,30,41,51,12
f,30,42,50,12
f,30,41,51,12
f,31,41,50,12
f,33,41,50,12
f,33,41,50,12
f,33,40,51,12
f,31,42,54,12
f,30,40,51,12
f,32,40,50,12
f,30,43,50,12
f,31,43,49,12
f,31,39,52,12
f,30,43,51,12
f,31,42,50,12
f,31,42,50,12
f,30,42,52,12
f,30,43,52,12
f,28,42,50,12
f,29,42,48,12
f,29,45,48,12
f,28,44,48,12
f,28,45,48,12
f,29,46,48,12
f,28,46,48,12
f,27,47,47,12
f,28,46,48,12
f,29,49,50,12
f,30,44,48,12
f,33,46,50,12
f,34,44,50,12
f,34,43,51,12
f,35,41,51,12
f,34,39,50,12
f,33,39,50,12
f,31,36,51,12
f,32,37,52,12
f,30,37,51,12
f,30,35,52,12
f,31,36,52,12
f,31,36,53,12
f,30,36,53,12
f,29,36,53,12
f,30,37,53,12
f,31,36,53,12
f,31,36,53,12
f,31,32,52,12
f,31,34,53,12
f,32,34,54,12
f,31,33,55,12
f,31,34,54,12
f,31,35,52,12
f,31,34,53,12
f,30,33,53,12
f,30,33,52,12
f,32,33,52,12
f,31,33,52,12
f,31,34,52,12
f,31,33,53,12
f,33,33,54,12
f,31,33,52,12
f,31,33,52,12
f,30,34,53,12
f,31,33,54,12
f,30,33,54,12
f,31,33,54,12
f,30,33,54,12
f,32,33,53,12
f,30,32,53,12
f,30,34,53,12
f,31,36,53,12
f,31,33,51,12
f,31,30,54,12
f,31,31,53,12
f,31,32,52,12
f,31,36,52,12
f,30,34,54,12
f,30,35,52,12
f,29,38,52,12
f,30,39,52,12
f,31,39,51,12
f,31,40,51,12
f,31,41,51,12
f,33,42,52,12
f,31,42,50,12
f,32,39,51,12
f,31,40,53,12
f,31,37,51,12
f,32,36,52,12
f,30,34,53,12
f,29,35,52,12
f,30,35,52,12
f,30,36,53,12
f,28,36,53,12
f,30,36,53,12
f,31,35,52,12
f,30,36,53,12
f,29,36,53,12
f,30,36,53,12
f,29,35,52,12
f,29,36,52,12
f,31,35,52,12
f,30,33,52,12
f,29,35,54,12
f,30,36,53,12
f,28,40,53,12
f,28,39,53,12
f,30,36,53,12
f,29,38,53,12
f,30,39,51,12
f,30,42,49,12
f,29,43,49,12
f,29,45,48,12
f,31,45,48,12
f,30,45,48,12
f,29,47,47,12
f,30,47,47,12
f,30,47,46,12
f,31,49,46,12
f,32,48,46,12
f,31,50,46,12
f,32,50,44,12
f,33,51,44,12
f,33,49,44,12
f,35,50,44,12
f,33,51,44,12
f,34,50,45,12
f,35,49,45,12
f,34,50,44,12
f,34,49,44,12
f,35,49,45,12
f,36,49,45,12
f,35,48,45,12
f,36,49,45,12
f,36,48,45,12
f,36,47,45,12
f,35,48,45,12
f,37,48,45,12
f,37,47,45,12
f,37,45,46,12
f,37,46,47,12
f,36,49,48,12
f,37,49,47,12
f,38,47,47,12
f,37,49,47,12
f,39,48,47,12
f,38,48,47,12
f,37,46,48,12
f,38,45,46,12
f,37,45,46,12
f,38,44,44,12
f,37,42,44,12
f,38,41,45,12
f,38,41,47,12
f,38,42,45,12
f,39,41,46,12
f,39,41,47,12
f,40,42,46,12
f,40,40,48,12
f,39,43,49,12
f,40,45,48,12
f,41,45,49,12
f,40,45,49,12
f,41,45,50,12
f,40,45,49,12
f,41,48,48,12
f,39,47,47,12
f,40,47,46,12
f,39,46,45,12
f,38,48,45,12
f,37,47,44,12
f,37,47,44,12
f,37,46,44,12
f,35,47,43,12
f,35,48,44,12
f,35,48,43,12
f,35,49,42,12
f,36,50,42,12
f,35,51,43,12
f,36,51,42,12
f,36,52,44,12
f,37,51,44,12
f,36,55,43,12
f,35,57,45,12
f,37,49,42,12
f,33,50,41,12
f,34,49,43,12
f,34,49,46,12
f,34,49,45,12
f,35,49,44,12
f,37,50,43,12
f,35,49,44,12
f,35,50,44,12
f,34,49,43,12
f,35,48,45,12
f,35,49,45,12
f,33,49,43,12
f,34,50,44,12
f,34,49,45,12
f,33,49,43,12
f,33,51,45,12
f,34,49,43,12
f,35,49,44,12
f,34,51,44,12
f,36,49,44,12
f,35,50,43,12
f,34,50,44,12
f,33,50,42,12
f,35,51,43,12
f,34,50,42,12
f,34,51,42,12
f,34,50,43,12
f,35,50,42,12
f,36,50,43,12
f,34,50,43,12
f,34,51,42,12
f,35,51,43,12
f,35,50,42,12
f,33,52,43,12
f,32,52,43,12
f,32,52,43,12
f,33,51,43,12
f,34,50,42,12
f,35,50,42,12
f,37,48,42,12
f,37,47,41,12
f,36,48,42,12
f,36,48,42,12
f,35,53,44,12
f,33,52,44,12
f,35,51,44,12
f,35,49,45,12
f,35,47,46,12
f,34,48,45,12
f,33,49,47,12
f,33,50,47,12
f,33,47,45,12
f,34,48,46,12
f,33,48,46,12
f,33,49,45,12
f,32,47,45,12
f,33,49,45,12
f,34,49,45,12
f,33,49,44,12
f,32,50,44,12
f,33,50,44,12
f,35,50,44,12
f,34,50,44,12
f,35,49,44,12
f,34,49,44,12
f,35,48,45,12
f,34,48,44,12
f,33,47,46,12
f,34,46,47,12
f,34,48,45,12
f,33,48,47,12
f,33,48,46,12
f,34,48,45,12
f,33,49,46,12
f,34,47,45,12
f,36,48,46,12
f,33,47,47,12
f,35,45,46,12
f,34,48,45,12
f,34,49,46,12
f,34,47,47,12
f,33,48,46,12
f,34,48,46,12
f,34,48,46,12
f,34,47,46,12
f,33,49,47,12
f,33,47,46,12
f,34,47,47,12
f,33,48,46,12
f,35,46,47,12
f,34,48,47,12
f,34,48,46,12
f,34,48,46,12
f,34,48,46,12
f,33,48,46,12
f,34,47,46,12
f,34,47,46,12
f,34,50,46,12
f,33,48,47,12
f,34,49,45,12
f,33,47,47,12
f,34,48,46,12
f,34,48,45,12
f,34,47,46,12
f,34,48,46,12
f,34,47,46,12
f,33,47,46,12
f,34,47,46,12
f,34,48,47,12
f,34,49,45,12
f,33,47,46,12
f,33,47,45,12
f,33,47,46,12
f,33,49,46,12
f,34,48,46,12
f,34,47,46,12
f,33,47,47,12
f,34,47,46,12
f,34,48,46,12
f,33,48,46,12
f,34,48,46,12
f,33,49,46,12
f,33,47,46,12
f,34,47,46,12
f,34,48,46,12
f,33,48,46,12
f,33,48,46,12
f,33,48,46,12
f,34,47,46,12
f,34,48,46,12
f,34,47,45,12
f,33,49,47,12
f,35,48,46,12
f,33,47,46,12
f,35,47,46,12
f,33,48,46,12
f,32,47,46,12
f,33,48,46,12
f,34,48,46,12
f,34,48,46,12
f,34,48,46,12
f,33,48,45,12
f,34,49,46,12
f,33,48,46,12
f,32,48,46,12
f,34,47,46,12
f,34,48,46,12
f,34,47,47,12
f,34,48,46,12
f,35,48,47,12
f,35,48,46,12
f,35,48,46,12
f,35,46,45,12
f,35,47,46,12
f,35,49,46,12
f,48,37,33,13
f,40,43,48,13
f,40,44,48,13
f,39,45,49,13
f,39,43,48,13
f,40,44,48,13
f,39,45,48,13
f,41,44,49,13
f,38,43,48,13
f,41,44,49,13
f,40,44,48,13
f,39,46,49,13
f,39,43,49,13
f,39,44,48,13
f,39,43,48,13
f,39,43,48,13
f,39,45,48,13
f,38,44,49,13
f,39,44,48,13
f,39,43,48,13
f,39,44,49,13
f,40,42,49,13
f,38,44,50,13
f,39,43,48,13
f,38,43,50,13
f,38,41,49,13
f,38,42,49,13
f,38,44,50,13
f,38,42,50,13
f,37,43,50,13
f,37,43,49,13
f,34,45,49,13
f,34,46,50,13
f,33,46,52,13
f,35,44,51,13
f,36,43,53,13
f,36,40,54,13
f,39,41,54,13
f,38,38,54,13
f,41,39,53,13
f,41,35,50,13
f,42,32,50,13
f,40,30,49,13
f,43,30,48,13
f,40,30,47,13
f,39,29,47,13
f,40,29,48,13
f,40,28,48,13
f,37,28,49,13
f,37,27,49,13
f,36,27,51,13
f,35,28,50,13
f,35,28,52,13
f,35,26,52,13
f,35,25,52,13
f,34,25,51,13
f,34,26,50,13
f,35,26,51,13
f,36,24,52,13
f,35,25,52,13
f,35,24,52,13
f,36,23,51,13
f,37,25,50,13
f,36,25,51,13
f,38,23,51,13
f,36,24,51,13
f,35,24,51,13
f,36,21,50,13
f,37,22,50,13
f,35,21,48,13
f,36,23,49,13
f,34,20,50,13
f,35,21,49,13
f,33,20,46,13
f,32,21,48,13
f,33,19,48,13
f,33,18,44,13
f,32,18,46,13
f,33,18,46,13
f,33,19,49,13
f,33,19,48,13
f,34,17,48,13
f,34,16,47,13
f,33,17,48,13
f,33,16,46,13
f,33,16,46,13
f,33,17,44,13
f,33,17,44,13
f,33,18,45,13
f,31,17,46,13
f,32,16,45,13
f,34,18,45,13
f,34,17,47,13
f,34,17,48,13
f,33,17,48,13
f,34,15,47,13
f,33,16,45,13
f,33,16,46,13
f,32,17,46,13
f,33,18,45,13
f,33,17,46,13
f,35,16,47,13
f,35,16,46,13
f,33,18,46,13
f,32,18,46,13
f,33,17,46,13
f,33,19,45,13
f,32,18,46,13
f,32,18,46,13
f,33,16,47,13
f,33,17,46,13
f,34,17,47,13
f,35,17,47,13
f,33,16,46,13
f,33,16,46,13
f,34,17,46,13
f,33,18,46,13
f,33,18,45,13
f,32,15,46,13
f,31,15,46,13
f,33,17,45,13
f,33,18,45,13
f,33,19,45,13
f,34,20,47,13
f,35,21,48,13
f,36,20,50,13
f,36,20,50,13
f,36,21,49,13
f,36,24,52,13
f,36,24,52,13
f,37,22,51,13
f,36,22,50,13
f,35,23,52,13
f,36,24,51,13
f,35,23,52,13
f,35,22,51,13
f,37,24,50,13
f,36,23,49,13
f,38,22,51,13
f,38,21,49,13
f,37,20,48,13
f,36,20,47,13
f,36,19,48,13
f,35,19,48,13
f,36,18,48,13
f,33,19,48,13
f,35,19,47,13
f,35,19,48,13
f,35,19,48,13
f,36,20,47,13
f,35,19,48,13
f,35,20,47,13
f,35,18,48,13
f,34,19,47,13
f,34,18,47,13
f,35,19,46,13
f,36,20,46,13
f,34,17,47,13
f,34,18,47,13
f,33,19,47,13
f,34,18,46,13
f,33,18,46,13
f,33,19,45,13
f,32,18,45,13
f,31,18,45,13
f,32,17,41,13
f,30,18,40,13
f,32,19,43,13
f,31,23,48,13
f,34,28,49,13
f,35,34,52,13
f,37,36,54,13
f,37,40,55,13
f,39,38,55,13
f,38,39,55,13
f,38,40,55,13
f,38,40,54,13
f,37,39,53,13
f,37,41,53,13
f,37,41,52,13
f,37,42,51,13
f,36,43,52,13
f,37,43,51,13
f,36,43,51,13
f,37,45,51,13
f,36,44,50,13
f,36,45,49,13
f,37,45,49,13
f,37,46,49,13
f,37,44,49,13
f,37,44,50,13
f,37,44,49,13
f,39,44,49,13
f,38,44,48,13
f,38,44,47,13
f,38,44,47,13
f,38,43,47,13
f,38,45,46,13
f,39,45,46,13
f,38,45,46,13
f,38,45,47,13
f,38,44,45,13
f,39,45,46,13
f,38,45,47,13
f,38,45,47,13
f,39,48,45,13
f,38,50,46,13
f,38,47,45,13
f,38,46,45,13
f,38,44,46,13
f,38,45,45,13
f,38,47,45,13
f,39,48,45,13
f,38,49,44,13
f,39,49,44,13
f,39,47,43,13
f,39,49,43,13
f,38,49,45,13
f,39,45,45,13
f,36,45,45,13
f,36,49,45,13
f,38,47,46,13
f,38,44,45,13
f,38,44,46,13
f,39,45,48,13
f,38,48,55,13
f,39,40,47,13
f,39,41,49,13
f,39,44,49,13
f,38,44,47,13
f,38,48,48,13
f,40,45,47,13
f,39,45,48,13
f,39,44,48,13
f,39,44,47,13
f,38,46,46,13
f,38,47,46,13
f,40,45,46,13
f,39,45,47,13
f,38,44,47,13
f,39,46,47,13
f,39,44,47,13
f,39,45,47,13
f,38,43,48,13
f,40,44,48,13
f,39,44,48,13
f,40,44,48,13
f,40,43,48,13
f,39,45,47,13
f,37,45,49,13
f,39,43,48,13
f,39,44,48,13
f,39,43,47,13
f,39,44,48,13
f,39,44,48,13
f,39,43,47,13
f,39,44,48,13
f,39,44,48,13
f,40,44,48,13
f,39,45,48,13
f,40,44,48,13
f,40,44,48,13
f,40,43,48,13
f,39,44,47,13
f,40,45,47,13
f,39,45,47,13
f,41,44,47,13
f,40,44,47,13
f,41,43,47,13
f,39,43,47,13
f,41,45,46,13
f,40,44,48,13
f,41,43,47,13
f,41,44,47,13
f,41,44,48,13
f,40,44,47,13
f,39,44,47,13
f,40,45,48,13
f,40,43,47,13
f,41,43,47,13
f,40,44,47,13
f,40,43,46,13
f,41,45,47,13
f,41,45,48,13
f,41,44,47,13
f,41,45,47,13
f,41,43,48,13
f,41,45,46,13
f,40,44,47,13
f,41,45,47,13
f,42,45,47,13
f,41,43,47,13
f,41,43,46,13
f,42,44,47,13
f,40,44,46,13
f,41,44,47,13
f,41,44,46,13
f,39,44,46,13
f,41,45,47,13
f,40,44,47,13
f,41,43,46,13
f,40,45,47,13
f,41,44,49,13
f,42,45,47,13
f,41,43,47,13
f,41,45,46,13
f,42,45,47,13
f,41,44,47,13
f,40,45,47,13
f,41,44,47,13
f,40,44,47,13
f,41,45,47,13
f,40,45,47,13
f,40,44,46,13
f,41,44,46,13
f,41,42,47,13
f,42,44,47,13
f,40,43,47,13
f,41,43,47,13
f,41,44,47,13
f,41,42,46,13
f,41,44,47,13
f,41,44,46,13
f,41,44,46,13
f,39,44,46,13
f,40,44,47,13
f,41,43,47,13
f,40,44,47,13
f,42,44,47,13
f,41,45,48,13
f,41,45,47,13
f,40,44,48,13
f,42,45,47,13
f,42,45,47,13
f,40,44,48,13
f,41,43,47,13
f,41,44,47,13
f,41,43,47,13
f,42,43,47,13
f,40,43,46,13
f,41,44,47,13
f,40,44,48,13
f,42,43,48,13
f,41,45,46,13
f,40,44,47,13
f,41,43,46,13
f,39,44,46,13
f,39,44,47,13
f,40,43,47,13
f,41,45,47,13
f,41,44,47,13
f,41,45,47,13
f,41,44,46,13
f,40,45,47,13
f,41,43,47,13
f,41,42,47,13
f,40,43,47,13
f,40,44,47,13
f,41,43,47,13
f,40,43,47,13
f,41,44,49,13
f,42,43,46,13
f,41,45,47,13
f,40,44,47,13
f,42,44,48,13
f,40,44,48,13
f,41,43,47,13
f,41,45,48,13
f,41,42,47,13
f,41,43,47,13
f,41,44,47,13
f,40,43,48,13
f,42,44,46,13
f,40,44,47,13
f,41,44,47,13
f,41,46,47,13
f,40,43,47,13
f,42,44,47,13
f,40,43,47,13
f,41,44,47,13
f,41,44,46,13
f,41,44,48,13
f,41,44,46,13
f,41,44,47,13
f,40,44,47,13
f,41,43,46,13
f,41,43,47,13
f,40,44,47,13
f,42,44,47,13
f,41,45,47,13
f,40,44,47,13
f,41,45,48,13
f,39,44,46,13
f,41,43,46,13
f,40,44,46,13
f,40,44,48,13
f,41,44,47,13
f,41,45,47,13
f,40,43,47,13
f,41,45,47,13
f,41,45,47,13
f,41,44,48,13
f,40,45,48,13
f,41,43,47,13
f,42,44,47,13
f,40,44,47,13
f,40,42,47,13
f,41,43,47,13
f,40,44,47,13
f,41,43,46,13
f,40,43,47,13
f,40,43,47,13
f,40,45,47,13
f,40,44,47,13
f,41,45,47,13
f,41,43,47,13
f,41,44,47,13
f,41,42,47,13
f,40,45,47,13
f,40,44,46,13
f,40,44,47,13
f,41,44,47,13
f,42,45,47,13
f,41,43,47,13
f,39,44,47,13
f,40,43,47,13
f,40,44,48,13
f,41,44,47,13
f,40,43,47,13
f,41,45,47,13
f,41,44,47,13
f,41,44,47,13
f,41,45,48,13
f,40,45,47,13
f,43,44,48,13
f,42,44,47,13
f,40,45,47,13
f,41,45,46,13
f,42,44,47,13
f,41,44,46,13
f,41,43,47,13
f,40,44,46,13
f,41,43,47,13
f,41,43,48,13
f,40,43,48,13
f,42,44,47,13
f,42,43,47,13
f,39,44,47,13
f,41,43,48,13
f,41,43,47,13
f,40,43,47,13
f,41,45,47,13
f,41,43,48,13
f,41,44,46,13
f,41,44,47,13
f,41,44,47,13
f,40,45,47,13
f,41,43,46,13
f,42,45,47,13
f,40,45,47,13
f,40,43,47,13
f,41,44,47,13
f,42,43,47,13
f,40,44,47,13
f,40,43,47,13
f,40,44,47,13
f,41,44,47,13
f,40,44,46,13
f,40,44,46,13
f,40,43,47,13
f,40,44,46,13
f,42,45,47,13
f,42,44,48,13
f,41,44,47,13
f,40,44,47,13
f,41,44,47,13
f,41,44,46,13
f,41,44,48,13
f,41,43,47,13
f,41,43,47,13
f,40,45,47,13
f,41,43,47,13
f,41,44,47,13
f,41,44,47,13
f,41,45,48,13
f,40,45,46,13
f,40,44,47,13
f,40,43,47,13
f,41,44,47,13
f,40,45,47,13
f,41,44,48,13
f,41,45,47,13
f,41,44,47,13
f,41,44,47,13
f,41,43,47,13
f,40,43,48,13
f,39,44,47,13
f,41,44,47,13
f,41,44,47,13
f,42,44,47,13
f,40,44,48,13
f,41,44,47,13
f,41,44,48,13
f,41,43,48,13
f,41,45,47,13
f,41,44,47,13
f,41,45,47,13
f,40,46,47,13
f,39,44,47,13
f,40,44,48,13
f,41,44,48,13
f,41,43,47,13
f,40,46,47,13
f,40,43,47,13
f,40,44,47,13
f,41,44,47,13
f,41,45,46,13
f,41,45,47,13
f,40,43,47,13
f,41,43,48,13
f,40,44,47,13
f,41,44,47,13
f,41,45,47,13
f,41,44,47,13
f,41,43,47,13
f,41,43,47,13
f,41,44,47,13
f,41,44,46,13
f,41,44,47,13
f,41,44,47,13
f,41,44,47,13
f,41,45,48,13
f,39,44,47,13
f,41,45,47,13
f,42,44,47,13
f,41,44,47,13
f,40,43,48,13
f,41,43,48,13
f,41,44,47,13
f,41,43,48,13
f,41,43,47,13
f,39,45,47,13
f,40,44,47,13
f,41,45,47,13
f,41,43,46,13
f,41,44,48,13
f,41,44,46,13
f,41,43,48,13
f,40,42,47,13
f,40,44,47,13
f,41,44,48,13
f,40,45,47,13
f,41,44,47,13
f,40,44,47,13
f,40,44,48,13
f,41,44,47,13
f,41,44,48,13
f,40,44,48,13
f,39,44,46,13
f,41,45,47,13
f,40,45,48,13
f,41,44,47,13
f,40,44,47,13
f,41,44,47,13
f,40,45,47,13
f,40,44,47,13
f,41,45,46,13
f,41,45,46,13
f,40,44,48,13
f,41,43,48,13
f,40,44,47,13
f,41,44,47,13
f,41,43,46,13
f,40,45,47,13
f,41,44,47,13
f,40,44,48,13
f,40,44,47,13
f,40,43,47,13
f,39,45,47,13
f,40,43,46,13
f,41,43,47,13
f,40,44,48,13
f,41,45,47,13
f,41,45,48,13
f,40,45,48,13
f,40,45,47,13
f,40,43,47,13
f,39,43,47,13
f,40,44,47,13
f,41,44,48,13
f,40,44,47,13
f,41,43,47,13
f,41,43,47,13
f,40,43,47,13
f,41,44,47,13
f,40,46,47,13
f,41,45,47,13
f,41,45,48,13
f,41,45,47,13
f,41,44,48,13
f,40,45,47,13
f,40,44,47,13
f,42,44,47,13
f,40,43,47,13
f,40,44,47,13
f,41,44,47,13
f,40,45,47,13
f,41,45,47,13
f,41,45,47,13
f,41,44,47,13
f,41,44,47,13
f,41,44,47,13
f,40,43,48,13
f,41,44,48,13
f,41,44,47,13
f,40,44,48,13
f,40,44,47,13
f,41,44,47,13
f,41,44,47,13
f,40,44,47,13
f,40,44,47,13
f,41,44,48,13
f,40,44,47,13
f,42,44,47,13
f,43,44,49,13
f,41,44,48,13
f,42,43,47,13
f,41,43,47,13
f,40,43,46,13
f,40,44,47,13
f,41,44,47,13
f,40,44,47,13
f,41,43,47,13
f,40,43,47,13
f,41,43,47,13
f,41,43,47,13
f,39,45,47,13
f,40,44,47,13
f,41,43,47,13
f,41,45,48,13
f,41,45,47,13
f,40,43,47,13
f,41,44,47,13
f,41,44,47,13
f,40,44,48,13
f,41,45,46,13
f,41,44,47,13
f,41,45,47,13
f,40,44,48,13
f,40,44,47,13
f,41,43,48,13
f,41,43,47,13
f,41,43,48,13
f,40,45,47,13
f,42,44,48,13
f,41,44,48,13
f,41,44,47,13
f,42,44,46,13
f,41,44,48,13
f,41,44,47,13
f,42,45,46,13
f,40,44,47,13
f,41,45,47,13
f,40,43,47,13
f,41,44,47,13
f,40,43,47,13
f,41,45,47,13
f,40,44,47,13
f,41,45,47,13
f,40,43,47,13
f,40,43,46,13
f,39,44,47,13
f,40,45,47,13
f,41,44,47,13
f,40,45,47,13
f,39,43,48,13
f,41,44,47,13
f,40,46,47,13
f,41,44,47,13
f,40,44,47,13
f,41,44,47,13
f,41,43,46,13
f,42,43,47,13
f,42,44,47,13
f,41,44,47,13
f,41,44,47,13
f,41,45,47,13
f,42,44,47,13
f,41,44,48,13
f,41,43,47,13
f,42,45,47,13
f,41,44,47,13
f,40,44,47,13
f,41,44,46,13
f,40,44,47,13
f,41,44,47,13
f,40,43,48,13
f,41,43,46,13
f,40,45,47,13
f,39,44,47,13
f,41,44,46,13
f,40,44,47,13
f,40,44,47,13
f,41,44,47,13
f,40,43,46,13
f,41,45,47,13
f,40,44,47,13
f,40,44,47,13
f,40,44,47,13
f,40,43,47,13
f,41,44,47,13
f,41,44,47,13
f,41,44,47,13
f,40,44,47,13
f,39,43,47,13
f,40,44,47,13
f,41,44,46,13
f,41,44,47,13
f,41,43,47,13
f,40,43,47,13
f,41,44,47,13
f,41,44,47,13
f,40,44,48,13
f,40,44,47,13
f,41,44,47,13
f,41,44,47,13
f,39,43,47,13
f,42,44,47,13
f,40,45,47,13
f,40,43,48,13
f,40,44,47,13
f,42,43,46,13
f,40,45,47,13
f,42,44,46,13
f,41,44,47,13
f,41,44,47,13
f,40,44,48,13
f,41,44,48,13
f,41,43,47,13
f,41,43,47,13
f,41,44,48,13
f,42,45,46,13
f,41,43,47,13
f,41,43,47,13
f,40,44,48,13
f,41,44,47,13
f,41,44,47,13
f,41,45,47,13
f,40,44,46,13
f,41,43,47,13
f,41,44,47,13
f,40,44,47,13
f,40,45,48,13
f,40,42,47,13
f,41,44,48,13
f,40,44,47,13
f,40,44,47,13
f,42,43,47,13
f,41,45,46,13
f,41,44,47,13
f,40,44,47,13
f,38,45,48,13
f,40,44,47,13
f,42,44,47,13
f,41,44,47,13
f,41,43,48,13
f,40,44,47,13
f,41,43,47,13
f,41,44,47,13
f,40,44,47,13
f,41,45,48,13
f,41,44,47,13
f,40,43,47,13
f,40,43,47,13
f,40,44,47,13
f,42,44,48,13
f,41,44,47,13
f,40,43,47,13
f,41,44,48,13
f,41,44,47,13
f,41,43,48,13
f,42,44,47,13
f,41,42,47,13
f,40,43,46,13
f,41,43,47,13
f,41,44,47,13
f,41,43,47,13
f,41,45,48,13
f,41,44,47,13
f,41,45,47,13
f,41,43,46,13
f,42,43,48,13
f,42,42,46,13
f,41,44,47,13
f,41,44,47,13
f,41,43,46,13
f,40,43,47,13
f,41,43,47,13
f,41,44,48,13
f,42,44,47,13
f,40,43,48,13
f,41,43,47,13
f,41,43,47,13
f,40,44,47,13
f,42,44,47,13
f,41,43,47,13
f,42,44,47,13
f,41,43,47,13
f,41,44,47,13
f,40,45,47,13
f,40,44,46,13
f,40,45,48,13
f,41,43,47,13
f,40,43,47,13
f,42,45,48,13
f,40,44,47,13
f,42,45,46,13
f,41,43,47,13
f,40,43,47,13
f,41,44,47,13
f,41,43,47,13
f,40,43,47,13
f,40,45,47,13
f,41,45,48,13
f,41,44,47,13
f,41,44,47,13
f,40,43,47,13
f,41,43,48,13
f,41,42,48,13
f,40,44,48,13
f,42,45,47,13
f,41,43,47,13
f,39,44,47,13
f,40,44,48,13
f,41,43,47,13
f,42,44,47,13
f,42,43,48,13
f,41,43,47,13
f,41,44,47,13
f,41,45,46,13
f,41,44,47,13
f,41,44,47,13
f,41,44,47,13
f,41,44,48,13
f,41,43,47,13
f,40,44,47,13
f,42,43,47,13
f,41,44,47,13
f,40,44,47,13
f,40,44,47,13
f,41,44,48,13
f,41,45,47,13
f,40,44,47,13
f,41,44,48,13
f,42,45,48,13
f,41,44,48,13
f,40,44,47,13
f,40,44,47,13
f,41,43,47,13
f,41,44,49,13
f,41,43,48,13
f,40,44,47,13
f,40,43,48,13
f,41,45,47,13
f,40,43,47,13
f,40,45,47,13
f,41,43,47,13
f,40,43,47,13
f,41,44,47,13
f,41,44,47,13
f,41,44,48,13
f,41,43,48,13
f,40,44,47,13
f,42,43,47,13
f,41,44,49,13
f,40,43,47,13
f,41,44,48,13
f,41,44,49,13
f,41,44,50,13
f,41,43,48,13
f,40,44,49,13
f,40,43,48,13
f,38,43,49,13
f,38,44,49,13
f,37,44,52,13
f,36,43,52,13
f,38,42,52,13
f,39,40,53,13
f,41,39,51,13
f,41,38,51,13
f,42,37,51,13
f,41,35,49,13
f,42,35,51,13
f,41,34,50,13
